o_zone_id,d_zone_id,volume
68,1455,10
68,1456,10
68,1462,10
68,1463,10
68,1500,10
68,1518,10
68,1519,10
68,1528,10
68,1529,10
68,1531,10
68,1545,10
68,1547,10
68,1548,10
68,1549,10
68,1555,10
68,1556,10
68,1557,10
68,1558,10
68,1559,10
68,1562,10
68,1564,10
68,1565,10
68,1566,10
68,1570,10
68,1573,10
68,1577,10
68,1581,10
68,1584,10
68,1589,10
68,1650,10
68,1659,10
68,1663,10
68,1673,10
68,1703,10
68,1706,10
68,1707,10
68,1708,10
68,1720,10
68,1726,10
68,1800,10
68,1833,10
68,1846,10
68,1866,10
68,1867,10
68,1868,10
68,1875,10
68,1876,10
68,1879,10
68,1885,10
68,1896,10
68,1897,10
68,1898,10
68,1900,10
68,1911,10
68,1912,10
68,1913,10
68,1915,10
68,1919,10
68,1920,10
68,1923,10
70,47,10
70,66,10
70,67,10
70,68,10
70,73,10
70,77,10
70,86,10
70,87,10
70,88,10
70,90,10
70,96,10
70,97,10
70,98,10
70,99,10
70,102,10
70,103,10
70,105,10
70,106,10
70,167,10
70,231,10
70,248,10
70,249,10
70,392,10
70,496,10
70,499,10
70,501,10
70,515,10
70,529,10
70,532,10
70,547,10
70,548,10
70,558,10
70,562,10
70,563,10
70,584,10
70,613,10
70,614,10
70,655,10
70,660,10
70,661,10
70,666,10
70,668,10
70,679,10
70,684,10
70,687,10
70,751,10
70,758,10
70,785,10
70,786,10
70,796,10
70,815,10
70,828,10
70,829,10
70,830,10
70,857,10
70,863,10
70,864,10
70,868,10
70,869,10
70,878,10
70,880,10
70,913,10
70,925,10
70,956,10
70,966,10
70,973,10
70,980,10
70,1010,10
70,1012,10
70,1017,10
70,1026,10
70,1160,10
70,1164,10
70,1166,10
70,1211,10
70,1246,10
70,1253,10
70,1270,10
70,1272,10
70,1273,10
70,1274,10
70,1276,10
70,1319,10
70,1324,10
70,1330,10
70,1348,10
70,1354,10
70,1369,10
70,1382,10
70,1383,10
70,1389,10
70,1397,10
70,1399,10
70,1415,10
70,1416,10
70,1450,10
70,1451,10
70,1452,10
70,1453,10
70,1454,10
70,1455,10
70,1456,10
70,1462,10
70,1463,10
70,1500,10
70,1518,10
70,1519,10
70,1528,10
70,1529,10
70,1531,10
70,1545,10
70,1547,10
70,1548,10
70,1549,10
70,1555,10
70,1556,10
70,1557,10
70,1558,10
70,1559,10
70,1562,10
70,1564,10
70,1565,10
70,1566,10
70,1570,10
70,1573,10
70,1577,10
70,1581,10
70,1584,10
70,1589,10
70,1650,10
70,1659,10
70,1663,10
70,1673,10
70,1703,10
70,1706,10
70,1707,10
70,1708,10
70,1720,10
70,1726,10
70,1800,10
70,1833,10
70,1846,10
70,1866,10
70,1867,10
70,1868,10
70,1875,10
70,1876,10
70,1879,10
70,1885,10
70,1896,10
70,1897,10
70,1898,10
70,1900,10
70,1911,10
70,1912,10
70,1913,10
70,1915,10
70,1919,10
70,1920,10
70,1923,10
73,47,10
73,66,10
73,67,10
73,68,10
73,70,10
73,77,10
73,86,10
73,87,10
73,88,10
73,90,10
73,96,10
73,97,10
73,98,10
73,99,10
73,102,10
73,103,10
73,105,10
73,106,10
73,167,10
73,231,10
73,248,10
73,249,10
73,392,10
73,496,10
73,499,10
73,501,10
73,515,10
73,529,10
73,532,10
73,547,10
73,548,10
73,558,10
73,562,10
73,563,10
73,584,10
73,613,10
73,614,10
73,655,10
73,660,10
73,661,10
73,666,10
73,668,10
73,679,10
73,684,10
73,687,10
73,751,10
73,758,10
73,785,10
73,786,10
73,796,10
73,815,10
73,828,10
73,829,10
73,830,10
73,857,10
73,863,10
73,864,10
73,868,10
73,869,10
73,878,10
73,880,10
73,913,10
73,925,10
73,956,10
73,966,10
73,973,10
73,980,10
73,1010,10
73,1012,10
73,1017,10
73,1026,10
73,1160,10
73,1164,10
73,1166,10
73,1211,10
73,1246,10
73,1253,10
73,1270,10
73,1272,10
73,1273,10
73,1274,10
73,1276,10
73,1319,10
73,1324,10
73,1330,10
73,1348,10
73,1354,10
73,1369,10
73,1382,10
73,1383,10
73,1389,10
73,1397,10
73,1399,10
73,1415,10
73,1416,10
73,1450,10
73,1451,10
73,1452,10
73,1453,10
73,1454,10
73,1455,10
73,1456,10
73,1462,10
73,1463,10
73,1500,10
73,1518,10
73,1519,10
73,1528,10
73,1529,10
73,1531,10
73,1545,10
73,1547,10
73,1548,10
73,1549,10
73,1555,10
73,1556,10
73,1557,10
73,1558,10
73,1559,10
73,1562,10
73,1564,10
73,1565,10
73,1566,10
73,1570,10
73,1573,10
73,1577,10
73,1581,10
73,1584,10
73,1589,10
73,1650,10
73,1659,10
73,1663,10
73,1673,10
73,1703,10
73,1706,10
73,1707,10
73,1708,10
73,1720,10
73,1726,10
73,1800,10
73,1833,10
73,1846,10
73,1866,10
73,1867,10
73,1868,10
73,1875,10
73,1876,10
73,1879,10
73,1885,10
73,1896,10
73,1897,10
73,1898,10
73,1900,10
73,1911,10
73,1912,10
73,1913,10
73,1915,10
73,1919,10
73,1920,10
73,1923,10
77,47,10
77,66,10
77,67,10
77,68,10
77,70,10
77,73,10
77,86,10
77,87,10
77,88,10
77,90,10
77,96,10
77,97,10
77,98,10
77,99,10
77,102,10
77,103,10
77,105,10
77,106,10
77,167,10
77,231,10
77,248,10
77,249,10
77,392,10
77,496,10
77,499,10
77,501,10
77,515,10
77,529,10
77,532,10
77,547,10
77,548,10
77,558,10
77,562,10
77,563,10
77,584,10
77,613,10
77,614,10
77,655,10
77,660,10
77,661,10
77,666,10
77,668,10
77,679,10
77,684,10
77,687,10
77,751,10
77,758,10
77,785,10
77,786,10
77,796,10
77,815,10
77,828,10
77,829,10
77,830,10
77,857,10
77,863,10
77,864,10
77,868,10
77,869,10
77,878,10
77,880,10
77,913,10
77,925,10
77,956,10
77,966,10
77,973,10
77,980,10
77,1010,10
77,1012,10
77,1017,10
77,1026,10
77,1160,10
77,1164,10
77,1166,10
77,1211,10
77,1246,10
77,1253,10
77,1270,10
77,1272,10
77,1273,10
77,1274,10
77,1276,10
77,1319,10
77,1324,10
77,1330,10
77,1348,10
77,1354,10
77,1369,10
77,1382,10
77,1383,10
77,1389,10
77,1397,10
77,1399,10
77,1415,10
77,1416,10
77,1450,10
77,1451,10
77,1452,10
77,1453,10
77,1454,10
77,1455,10
77,1456,10
77,1462,10
77,1463,10
77,1500,10
77,1518,10
77,1519,10
77,1528,10
77,1529,10
77,1531,10
77,1545,10
77,1547,10
77,1548,10
77,1549,10
77,1555,10
77,1556,10
77,1557,10
77,1558,10
77,1559,10
77,1562,10
77,1564,10
77,1565,10
77,1566,10
77,1570,10
77,1573,10
77,1577,10
77,1581,10
77,1584,10
77,1589,10
77,1650,10
77,1659,10
77,1663,10
77,1673,10
77,1703,10
77,1706,10
77,1707,10
77,1708,10
77,1720,10
77,1726,10
77,1800,10
77,1833,10
77,1846,10
77,1866,10
77,1867,10
77,1868,10
77,1875,10
77,1876,10
77,1879,10
77,1885,10
77,1896,10
77,1897,10
77,1898,10
77,1900,10
77,1911,10
77,1912,10
77,1913,10
77,1915,10
77,1919,10
77,1920,10
77,1923,10
86,47,10
86,66,10
86,67,10
86,68,10
86,70,10
86,73,10
86,77,10
86,87,10
86,88,10
86,90,10
86,96,10
86,97,10
86,98,10
86,99,10
86,102,10
86,103,10
86,105,10
86,106,10
86,167,10
86,231,10
86,248,10
86,249,10
86,392,10
86,496,10
86,499,10
86,501,10
86,515,10
86,529,10
86,532,10
86,547,10
86,548,10
86,558,10
86,562,10
86,563,10
86,584,10
86,613,10
86,614,10
86,655,10
86,660,10
86,661,10
86,666,10
86,668,10
86,679,10
86,684,10
86,687,10
86,751,10
86,758,10
86,785,10
86,786,10
86,796,10
86,815,10
86,828,10
86,829,10
86,830,10
86,857,10
86,863,10
86,864,10
86,868,10
86,869,10
86,878,10
86,880,10
86,913,10
86,925,10
86,956,10
86,966,10
86,973,10
86,980,10
86,1010,10
86,1012,10
86,1017,10
86,1026,10
86,1160,10
86,1164,10
86,1166,10
86,1211,10
86,1246,10
86,1253,10
86,1270,10
86,1272,10
86,1273,10
86,1274,10
86,1276,10
86,1319,10
86,1324,10
86,1330,10
86,1348,10
86,1354,10
86,1369,10
86,1382,10
86,1383,10
86,1389,10
86,1397,10
86,1399,10
86,1415,10
86,1416,10
86,1450,10
86,1451,10
86,1452,10
86,1453,10
86,1454,10
86,1455,10
86,1456,10
86,1462,10
86,1463,10
86,1500,10
86,1518,10
86,1519,10
86,1528,10
86,1529,10
86,1531,10
86,1545,10
86,1547,10
86,1548,10
86,1549,10
86,1555,10
86,1556,10
86,1557,10
86,1558,10
86,1559,10
86,1562,10
86,1564,10
86,1565,10
86,1566,10
86,1570,10
86,1573,10
86,1577,10
86,1581,10
86,1584,10
86,1589,10
86,1650,10
86,1659,10
86,1663,10
86,1673,10
86,1703,10
86,1706,10
86,1707,10
86,1708,10
86,1720,10
86,1726,10
86,1800,10
86,1833,10
86,1846,10
86,1866,10
86,1867,10
86,1868,10
86,1875,10
86,1876,10
86,1879,10
86,1885,10
86,1896,10
86,1897,10
86,1898,10
86,1900,10
86,1911,10
86,1912,10
86,1913,10
86,1915,10
86,1919,10
86,1920,10
86,1923,10
87,47,10
87,66,10
87,67,10
87,68,10
87,70,10
87,73,10
87,77,10
87,86,10
87,88,10
87,90,10
87,96,10
87,97,10
87,98,10
87,99,10
87,102,10
87,103,10
87,105,10
87,106,10
87,167,10
87,231,10
87,248,10
87,249,10
87,392,10
87,496,10
87,499,10
87,501,10
87,515,10
87,529,10
87,532,10
87,547,10
87,548,10
87,558,10
87,562,10
87,563,10
87,584,10
87,613,10
87,614,10
87,655,10
87,660,10
87,661,10
87,666,10
87,668,10
87,679,10
87,684,10
87,687,10
87,751,10
87,758,10
87,785,10
87,786,10
87,796,10
87,815,10
87,828,10
87,829,10
87,830,10
87,857,10
87,863,10
87,864,10
87,868,10
87,869,10
87,878,10
87,880,10
87,913,10
87,925,10
87,956,10
87,966,10
87,973,10
87,980,10
87,1010,10
87,1012,10
87,1017,10
87,1026,10
87,1160,10
87,1164,10
87,1166,10
87,1211,10
87,1246,10
87,1253,10
87,1270,10
87,1272,10
87,1273,10
87,1274,10
87,1276,10
87,1319,10
87,1324,10
87,1330,10
87,1348,10
87,1354,10
87,1369,10
87,1382,10
87,1383,10
87,1389,10
87,1397,10
87,1399,10
87,1415,10
87,1416,10
87,1450,10
87,1451,10
87,1452,10
87,1453,10
87,1454,10
87,1455,10
87,1456,10
87,1462,10
87,1463,10
87,1500,10
87,1518,10
87,1519,10
87,1528,10
87,1529,10
87,1531,10
87,1545,10
87,1547,10
87,1548,10
87,1549,10
87,1555,10
87,1556,10
87,1557,10
87,1558,10
87,1559,10
87,1562,10
87,1564,10
87,1565,10
87,1566,10
87,1570,10
87,1573,10
87,1577,10
87,1581,10
87,1584,10
87,1589,10
87,1650,10
87,1659,10
87,1663,10
87,1673,10
87,1703,10
87,1706,10
87,1707,10
87,1708,10
87,1720,10
87,1726,10
87,1800,10
87,1833,10
87,1846,10
87,1866,10
87,1867,10
87,1868,10
87,1875,10
87,1876,10
87,1879,10
87,1885,10
87,1896,10
87,1897,10
87,1898,10
87,1900,10
87,1911,10
87,1912,10
87,1913,10
87,1915,10
87,1919,10
87,1920,10
87,1923,10
88,47,10
88,66,10
88,67,10
88,68,10
88,70,10
88,73,10
88,77,10
88,86,10
88,87,10
88,90,10
88,96,10
88,97,10
88,98,10
88,99,10
88,102,10
88,103,10
88,105,10
88,106,10
88,167,10
88,231,10
88,248,10
88,249,10
88,392,10
88,496,10
88,499,10
88,501,10
88,515,10
88,529,10
88,532,10
88,547,10
88,548,10
88,558,10
88,562,10
88,563,10
88,584,10
88,613,10
88,614,10
88,655,10
88,660,10
88,661,10
88,666,10
88,668,10
88,679,10
88,684,10
88,687,10
88,751,10
88,758,10
88,785,10
88,786,10
88,796,10
88,815,10
88,828,10
88,829,10
88,830,10
88,857,10
88,863,10
88,864,10
88,868,10
88,869,10
88,878,10
88,880,10
88,913,10
88,925,10
88,956,10
88,966,10
88,973,10
88,980,10
88,1010,10
88,1012,10
88,1017,10
88,1026,10
88,1160,10
88,1164,10
88,1166,10
88,1211,10
88,1246,10
88,1253,10
88,1270,10
88,1272,10
88,1273,10
88,1274,10
88,1276,10
88,1319,10
88,1324,10
88,1330,10
88,1348,10
88,1354,10
88,1369,10
88,1382,10
88,1383,10
88,1389,10
88,1397,10
88,1399,10
88,1415,10
88,1416,10
88,1450,10
88,1451,10
88,1452,10
88,1453,10
88,1454,10
88,1455,10
88,1456,10
88,1462,10
88,1463,10
88,1500,10
88,1518,10
88,1519,10
88,1528,10
88,1529,10
88,1531,10
88,1545,10
88,1547,10
88,1548,10
88,1549,10
88,1555,10
88,1556,10
88,1557,10
88,1558,10
88,1559,10
88,1562,10
88,1564,10
88,1565,10
88,1566,10
88,1570,10
88,1573,10
88,1577,10
88,1581,10
88,1584,10
88,1589,10
88,1650,10
88,1659,10
88,1663,10
88,1673,10
88,1703,10
88,1706,10
88,1707,10
88,1708,10
88,1720,10
88,1726,10
88,1800,10
88,1833,10
88,1846,10
88,1866,10
88,1867,10
88,1868,10
88,1875,10
88,1876,10
88,1879,10
88,1885,10
88,1896,10
88,1897,10
88,1898,10
88,1900,10
88,1911,10
88,1912,10
88,1913,10
88,1915,10
88,1919,10
88,1920,10
88,1923,10
90,47,10
90,66,10
90,67,10
90,68,10
90,70,10
90,73,10
90,77,10
90,86,10
90,87,10
90,88,10
90,96,10
90,97,10
90,98,10
90,99,10
90,102,10
90,103,10
90,105,10
90,106,10
90,167,10
90,231,10
90,248,10
90,249,10
90,392,10
90,496,10
90,499,10
90,501,10
90,515,10
90,529,10
90,532,10
90,547,10
90,548,10
90,558,10
90,562,10
90,563,10
90,584,10
90,613,10
90,614,10
90,655,10
90,660,10
90,661,10
90,666,10
90,668,10
90,679,10
90,684,10
90,687,10
90,751,10
90,758,10
90,785,10
90,786,10
90,796,10
90,815,10
90,828,10
90,829,10
90,830,10
90,857,10
90,863,10
90,864,10
90,868,10
90,869,10
90,878,10
90,880,10
90,913,10
90,925,10
90,956,10
90,966,10
90,973,10
90,980,10
90,1010,10
90,1012,10
90,1017,10
90,1026,10
90,1160,10
90,1164,10
90,1166,10
90,1211,10
90,1246,10
90,1253,10
90,1270,10
90,1272,10
90,1273,10
90,1274,10
90,1276,10
90,1319,10
90,1324,10
90,1330,10
90,1348,10
90,1354,10
90,1369,10
90,1382,10
90,1383,10
90,1389,10
90,1397,10
90,1399,10
90,1415,10
90,1416,10
90,1450,10
90,1451,10
90,1452,10
90,1453,10
90,1454,10
90,1455,10
90,1456,10
90,1462,10
90,1463,10
90,1500,10
90,1518,10
90,1519,10
90,1528,10
90,1529,10
90,1531,10
90,1545,10
90,1547,10
90,1548,10
90,1549,10
90,1555,10
90,1556,10
90,1557,10
90,1558,10
90,1559,10
90,1562,10
90,1564,10
90,1565,10
90,1566,10
90,1570,10
90,1573,10
90,1577,10
90,1581,10
90,1584,10
90,1589,10
90,1650,10
90,1659,10
90,1663,10
90,1673,10
90,1703,10
90,1706,10
90,1707,10
90,1708,10
90,1720,10
90,1726,10
90,1800,10
90,1833,10
90,1846,10
90,1866,10
90,1867,10
90,1868,10
90,1875,10
90,1876,10
90,1879,10
90,1885,10
90,1896,10
90,1897,10
90,1898,10
90,1900,10
90,1911,10
90,1912,10
90,1913,10
90,1915,10
90,1919,10
90,1920,10
90,1923,10
96,47,10
96,66,10
96,67,10
96,68,10
96,70,10
96,73,10
96,77,10
96,86,10
96,87,10
96,88,10
96,90,10
96,97,10
96,98,10
96,99,10
96,102,10
96,103,10
96,105,10
96,106,10
96,167,10
96,231,10
96,248,10
96,249,10
96,392,10
96,496,10
96,499,10
96,501,10
96,515,10
96,529,10
96,532,10
96,547,10
96,548,10
96,558,10
96,562,10
96,563,10
96,584,10
96,613,10
96,614,10
96,655,10
96,660,10
96,661,10
96,666,10
96,668,10
96,679,10
96,684,10
96,687,10
96,751,10
96,758,10
96,785,10
96,786,10
96,796,10
96,815,10
96,828,10
96,829,10
96,830,10
96,857,10
96,863,10
96,864,10
96,868,10
96,869,10
96,878,10
96,880,10
96,913,10
96,925,10
96,956,10
96,966,10
96,973,10
96,980,10
96,1010,10
96,1012,10
96,1017,10
96,1026,10
96,1160,10
96,1164,10
96,1166,10
96,1211,10
96,1246,10
96,1253,10
96,1270,10
96,1272,10
96,1273,10
96,1274,10
96,1276,10
96,1319,10
96,1324,10
96,1330,10
96,1348,10
96,1354,10
96,1369,10
96,1382,10
96,1383,10
96,1389,10
96,1397,10
96,1399,10
96,1415,10
96,1416,10
96,1450,10
96,1451,10
96,1452,10
96,1453,10
96,1454,10
96,1455,10
96,1456,10
96,1462,10
96,1463,10
96,1500,10
96,1518,10
96,1519,10
96,1528,10
96,1529,10
96,1531,10
96,1545,10
96,1547,10
96,1548,10
96,1549,10
96,1555,10
96,1556,10
96,1557,10
96,1558,10
96,1559,10
96,1562,10
96,1564,10
96,1565,10
96,1566,10
96,1570,10
96,1573,10
96,1577,10
96,1581,10
96,1584,10
96,1589,10
96,1650,10
96,1659,10
96,1663,10
96,1673,10
96,1703,10
96,1706,10
96,1707,10
96,1708,10
96,1720,10
96,1726,10
96,1800,10
96,1833,10
96,1846,10
96,1866,10
96,1867,10
96,1868,10
96,1875,10
96,1876,10
96,1879,10
96,1885,10
96,1896,10
96,1897,10
96,1898,10
96,1900,10
96,1911,10
96,1912,10
96,1913,10
96,1915,10
96,1919,10
96,1920,10
96,1923,10
97,47,10
97,66,10
97,67,10
97,68,10
97,70,10
97,73,10
97,77,10
97,86,10
97,87,10
97,88,10
97,90,10
97,96,10
97,98,10
97,99,10
97,102,10
97,103,10
97,105,10
97,106,10
97,167,10
97,231,10
97,248,10
97,249,10
97,392,10
97,496,10
97,499,10
97,501,10
97,515,10
97,529,10
97,532,10
97,547,10
97,548,10
97,558,10
97,562,10
97,563,10
97,584,10
97,613,10
97,614,10
97,655,10
97,660,10
97,661,10
97,666,10
97,668,10
97,679,10
97,684,10
97,687,10
97,751,10
97,758,10
97,785,10
97,786,10
97,796,10
97,815,10
97,828,10
97,829,10
97,830,10
97,857,10
97,863,10
97,864,10
97,868,10
97,869,10
97,878,10
97,880,10
97,913,10
97,925,10
97,956,10
97,966,10
97,973,10
97,980,10
97,1010,10
97,1012,10
97,1017,10
97,1026,10
97,1160,10
97,1164,10
97,1166,10
97,1211,10
97,1246,10
97,1253,10
97,1270,10
97,1272,10
97,1273,10
97,1274,10
97,1276,10
97,1319,10
97,1324,10
97,1330,10
97,1348,10
97,1354,10
97,1369,10
97,1382,10
97,1383,10
97,1389,10
97,1397,10
97,1399,10
97,1415,10
97,1416,10
97,1450,10
97,1451,10
97,1452,10
97,1453,10
97,1454,10
97,1455,10
97,1456,10
97,1462,10
97,1463,10
97,1500,10
97,1518,10
97,1519,10
97,1528,10
97,1529,10
97,1531,10
97,1545,10
97,1547,10
97,1548,10
97,1549,10
97,1555,10
97,1556,10
97,1557,10
97,1558,10
97,1559,10
97,1562,10
97,1564,10
97,1565,10
97,1566,10
97,1570,10
97,1573,10
97,1577,10
97,1581,10
97,1584,10
97,1589,10
97,1650,10
97,1659,10
97,1663,10
97,1673,10
97,1703,10
97,1706,10
97,1707,10
97,1708,10
97,1720,10
97,1726,10
97,1800,10
97,1833,10
97,1846,10
97,1866,10
97,1867,10
97,1868,10
97,1875,10
97,1876,10
97,1879,10
97,1885,10
97,1896,10
97,1897,10
97,1898,10
97,1900,10
97,1911,10
97,1912,10
97,1913,10
97,1915,10
97,1919,10
97,1920,10
97,1923,10
98,47,10
98,66,10
98,67,10
98,68,10
98,70,10
98,73,10
98,77,10
98,86,10
98,87,10
98,88,10
98,90,10
98,96,10
98,97,10
98,99,10
98,102,10
98,103,10
98,105,10
98,106,10
98,167,10
98,231,10
98,248,10
98,249,10
98,392,10
98,496,10
98,499,10
98,501,10
98,515,10
98,529,10
98,532,10
98,547,10
98,548,10
98,558,10
98,562,10
98,563,10
98,584,10
98,613,10
98,614,10
98,655,10
98,660,10
98,661,10
98,666,10
98,668,10
98,679,10
98,684,10
98,687,10
98,751,10
